# Created by Octave 3.6.4, Mon Nov 18 01:13:55 2013 CET <paul@localhost.localdomain>
# name: data
# type: matrix
# rows: 265
# columns: 2
 5.236485029190911e-05 8
 0.1072805405097179 0.9852944145843195
 0.07864602146064947 0.9551092655731859
 0.06273119855268318 0.9233354245088345
 0.05310064877822954 0.8898892760200436
 0.04690290290083086 0.8546828039265797
 0.04275366008695233 0.8176233596176703
 0.03993228138086317 0.7786134182398707
 0.03897030614489652 0.7581750243530322
 5.236485029190911e-05 14
 0.47912773295401 0.03897030614489652
 0.4415887609266663 0.04048000310776745
 0.3827875248809193 0.04399549423515665
 0.3208914869380276 0.04957418173000261
 0.2557377627876153 0.05888577734676878
 0.1871548952608655 0.07629561510557209
 0.1183535601034386 0.1149624031274447
 0.1149624031274447 0.1183535601034368
 0.07629561510556135 0.1871548952608655
 0.05888577734676744 0.2557377627876153
 0.04957418173001116 0.3208914869380276
 0.0439954942351703 0.3827875248809193
 0.04048000310778679 0.4415887609266663
 0.03897030614489652 0.4791277329545953
 5.236485029190911e-05 8
 0.7581750243528881 0.03897030614489652
 0.7786134182398707 0.03993228138086884
 0.8176233596176703 0.04275366008695665
 0.8546828039265797 0.04690290290085479
 0.8898892760200436 0.05310064877826268
 0.9233354245088345 0.06273119855275963
 0.9551092655731859 0.07864602146079733
 0.9852944145843195 0.107280540509937
 9.774036315626856e-05 42
 0.2185856744479379 0.9852944145843195
 0.1871548952608655 0.9686975862263179
 0.1664030146007154 0.9551092655731859
 0.1321922152264107 0.9233354245088345
 0.1149624031274447 0.899512505411684
 0.1102731757623563 0.8898892760200436
 0.0983123310602004 0.8546828039265797
 0.0900673612009564 0.8176233596176703
 0.08429090895774524 0.7786134182398707
 0.08028264923336435 0.7375503220527133
 0.07764666573287868 0.6943260102767583
 0.07617500756269827 0.6488267347231214
 0.07579430711229984 0.6009327604561351
 0.0765504348202415 0.5505180507014127
 0.07862572462358861 0.497449935170126
 0.08240041877316889 0.4415887609266663
 0.08860022159747219 0.3827875248809193
 0.09865432097886517 0.3208914869380276
 0.1149624031274447 0.2581167549937017
 0.1158320631300803 0.2557377627876153
 0.1544533625084686 0.1871548952608655
 0.1871548952608655 0.1544533625084805
 0.2557377627876153 0.1158320631301019
 0.2581167549937552 0.1149624031274447
 0.3208914869380276 0.09865432097885177
 0.3827875248809193 0.08860022159745853
 0.4415887609266663 0.08240041877314599
 0.497449935170126 0.07862572462353815
 0.5505180507014127 0.07655043482024457
 0.6009327604561351 0.07579430711222655
 0.6488267347231214 0.07617500756261733
 0.6943260102767583 0.07764666573278414
 0.7375503220527133 0.08028264923335325
 0.7786134182398707 0.08429090895769945
 0.8176233596176703 0.09006736120101479
 0.8546828039265797 0.09831233106027751
 0.8898892760200436 0.1102731757624881
 0.8995125054113763 0.1149624031274447
 0.9233354245088345 0.1321922152265092
 0.9551092655731859 0.1664030146006325
 0.9686975862264025 0.1871548952608655
 0.9852944145843195 0.2185856744476043
 0.000143115876020628 42
 0.3464993876228128 0.9852944145843195
 0.3208914869380276 0.9743912848041549
 0.2786965810710568 0.9551092655731859
 0.2557377627876153 0.9432765826188877
 0.2244212084376654 0.9233354245088345
 0.1871548952608655 0.8926026552060081
 0.1847889457688781 0.8898892760200436
 0.1617335869805584 0.8546828039265797
 0.1451908655738017 0.8176233596176703
 0.1333569425791567 0.7786134182398707
 0.1250533741951468 0.7375503220527133
 0.1195343374743676 0.6943260102767583
 0.1163628027846403 0.6488267347231214
 0.1153419911528934 0.6009327604561351
 0.1164935548586793 0.5505180507014127
 0.1200856198174561 0.497449935170126
 0.1267350491014868 0.4415887609266663
 0.1376569778515838 0.3827875248809193
 0.155274469922297 0.3208914869380276
 0.1848948723586603 0.2557377627876153
 0.1871548952608655 0.2522973428113078
 0.2522973428113994 0.1871548952608655
 0.2557377627876153 0.1848948723587223
 0.3208914869380276 0.1552744699222476
 0.3827875248809193 0.1376569778515616
 0.4415887609266663 0.1267350491014388
 0.497449935170126 0.1200856198173641
 0.5505180507014127 0.116493554858676
 0.6009327604561351 0.1153419911527049
 0.6488267347231214 0.1163628027844471
 0.6943260102767583 0.1195343374741611
 0.7375503220527133 0.1250533741950496
 0.7786134182398707 0.1333569425789265
 0.8176233596176703 0.1451908655735103
 0.8546828039265797 0.1617335869801645
 0.8898892760200436 0.1847889457684342
 0.892602655206533 0.1871548952608655
 0.9233354245088345 0.2244212084372884
 0.9432765826191559 0.2557377627876153
 0.9551092655731859 0.2786965810704172
 0.9743912848042605 0.3208914869380276
 0.9852944145843195 0.3464993876228128
 0.0001884913888849875 48
 0.5027778864610902 0.9852944145843195
 0.497449935170126 0.9829927330098932
 0.4415887609266663 0.9599778886160789
 0.4295357882490782 0.9551092655731859
 0.3827875248809193 0.9363161379687195
 0.3533084118494802 0.9233354245088345
 0.3208914869380276 0.9079162855180585
 0.2906652644725607 0.8898892760200436
 0.2557377627876153 0.8649043359759723
